strain	replicate	temp	mumax	r2
362	BRX8.1	OD2	4	0.044519450543225	0.974518120509069
363	BRX8.1	OD3	4	0.0451621176184642	0.975086635426153
364	BRX8.1	OD4	4	0.0501824871890917	0.971110988076825
365	BRX8.1	OD5	4	0.040108552194951	0.977912687345579
366	BRX8.1	OD6	4	0.0409583133083224	0.981250630770245
367	BRX8.1	OD7	4	0.0432511701905518	0.983362042267788
368	BRX8.1	OD8	4	0.0381347360910826	0.990247286753837
369	BRX8.1	OD1	11	0.0529677045858567	0.97473318434913
370	BRX8.1	OD2	11	0.0501966633624671	0.98078002503824
371	BRX8.1	OD3	11	0.0526213776428159	0.972662346073003
372	BRX8.1	OD4	11	0.0515495454811446	0.971044992758386
373	BRX8.1	OD5	11	0.0487557412434218	0.97385932704942
374	BRX8.1	OD6	11	0.0469206583670035	0.977027258362192
375	BRX8.1	OD7	11	0.0450191739543926	0.977104641811556
376	BRX8.1	OD8	11	0.0476497876722099	0.981579563667291
377	BRX8.1	OD1	17	0.0256218950290018	0.995695610162163
378	BRX8.1	OD2	17	0.0229508774137434	0.988898688242616
379	BRX8.1	OD3	17	0.0225317140481902	0.997658151374914
380	BRX8.1	OD4	17	0.0239733555459524	0.986721577005777
381	BRX8.1	OD5	17	0.0231268535666612	0.989056942093552
382	BRX8.1	OD6	17	0.0229429989571722	0.994849717884968
383	BRX8.1	OD7	17	0.0236795329427068	0.992882454637041
384	BRX8.1	OD8	17	0.0256712475665847	0.990241834208419
385	BRX8.2	OD1	-1	0.0458604658995976	0.967221082110327
386	BRX8.2	OD2	-1	0.0412486174767547	0.990310315189386
387	BRX8.2	OD3	-1	0.0398690545741869	0.970969561796027
388	BRX8.2	OD4	-1	0.0389013666584322	0.979802828384233
389	BRX8.2	OD5	-1	0.0377644317265349	0.976053295360685
390	BRX8.2	OD6	-1	0.0382735675111904	0.981883032024701
391	BRX8.2	OD7	-1	0.0414582997029528	0.981361105114884
392	BRX8.2	OD8	-1	0.043799196600796	0.981065370584177
393	BRX8.2	OD1	4	0.0567710093115289	0.957118652478183
394	BRX8.2	OD2	4	0.0447315971795483	0.937751139478519
395	BRX8.2	OD3	4	0.0385642594816116	0.898017162550007
396	BRX8.2	OD4	4	0.0440422555301415	0.944806461306609
397	BRX8.2	OD5	4	0.0483299127827684	0.951010985163293
398	BRX8.2	OD6	4	0.0428948695480587	0.920618562563004
399	BRX8.2	OD7	4	0.0389949808031406	0.961979282383662
400	BRX8.2	OD8	4	0.0481490051676586	0.965360721717382
401	BRX8.2	OD1	11	0.0539987440417674	0.90608546151439
402	BRX8.2	OD2	11	0.0464019230243302	0.910865220967296
403	BRX8.2	OD3	11	0.0465251713556878	0.899200721256403
404	BRX8.2	OD4	11	0.0398830776867307	0.896325736205742
405	BRX8.2	OD5	11	0.0476221765872805	0.932146835451105
406	BRX8.2	OD6	11	0.0492066928921766	0.948854823759911
407	BRX8.2	OD7	11	0.0515840395655458	0.91534260963129
408	BRX8.2	OD8	11	0.055123383563247	0.957640180635348
409	BRX8.2	OD1	17	0.0571627889174169	0.853522281562786
410	BRX8.2	OD2	17	0.0230635886759563	0.907412773243691
411	BRX8.2	OD3	17	0.0247647922132047	0.922744379266871
412	BRX8.2	OD4	17	0.0210528068695406	0.902967620162693
413	BRX8.2	OD5	17	0.0214734446844956	0.948203342372486
414	BRX8.2	OD6	17	0.0221808727812636	0.953844083010959
415	BRX8.2	OD7	17	0.0215595686975343	0.952033178820209
416	BRX8.2	OD8	17	0.0246691540826027	0.994625564325459
417	BRX8.3	OD1	-1	0.036935312121434	0.985440197910033
418	BRX8.3	OD2	-1	0.0390318312256138	0.981620715777269
419	BRX8.3	OD3	-1	0.033370100307918	0.974536870252837
420	BRX8.3	OD4	-1	0.0343317833282693	0.984339910556309
421	BRX8.3	OD5	-1	0.031574816947445	0.990891495558649
422	BRX8.3	OD6	-1	0.030390360889376	0.98613532264158
423	BRX8.3	OD7	-1	0.0320283906900078	0.977723380664796
424	BRX8.3	OD8	-1	0.0393017690708444	0.985719669346792
425	BRX8.3	OD1	4	0.0514769747974867	0.959227728615027
426	BRX8.3	OD2	4	0.0357426052969012	0.96115737821467
427	BRX8.3	OD3	4	0.0429349527906299	0.951843097271185
428	BRX8.3	OD4	4	0.0420557694741655	0.963781730479357
429	BRX8.3	OD5	4	0.0411470998194564	0.976946909838076
430	BRX8.3	OD6	4	0.0384010138382759	0.963875577808454
431	BRX8.3	OD7	4	0.0362381171497073	0.948941207872277
432	BRX8.3	OD8	4	0.0397051915722772	0.970429121807622
433	BRX8.3	OD1	11	0.050969999114871	0.950792587140646
434	BRX8.3	OD2	11	0.0450959981516123	0.957019609201909
435	BRX8.3	OD3	11	0.0429932591070297	0.969699734390308
436	BRX8.3	OD4	11	0.0434776725712163	0.965691632748999
437	BRX8.3	OD5	11	0.0450943803002817	0.967766011738093
438	BRX8.3	OD6	11	0.0443293834181179	0.967084862020197
439	BRX8.3	OD7	11	0.0446158861141361	0.941154266728414
440	BRX8.3	OD8	11	0.0493988595968291	0.960466862112117
441	BRX8.3	OD1	17	0.0225367377936009	0.989846518828229
442	BRX8.3	OD2	17	0.0245093812818313	0.950526470635071
443	BRX8.3	OD3	17	0.024501609091374	0.932900200429621
444	BRX8.3	OD4	17	0.0206071254129422	0.972626828947956
445	BRX8.3	OD5	17	0.0234295674916387	0.923441302131612
446	BRX8.3	OD6	17	0.023695859294817	0.932901960971579
447	BRX8.3	OD7	17	0.0235011289292071	0.951591217473708
448	BRX8.3	OD8	17	0.0226179251608746	0.99314796308819
449	BRX8.4	OD1	-1	0.0360202171759798	0.992336185939728
450	BRX8.4	OD2	-1	0.0313300803824756	0.983885070115146
451	BRX8.4	OD3	-1	0.0313513428988069	0.990575287906309
452	BRX8.4	OD4	-1	0.0297848984886779	0.991810727104867
453	BRX8.4	OD5	-1	0.025400403136285	0.993667588075102
454	BRX8.4	OD6	-1	0.0278365353819251	0.991825023592429
455	BRX8.4	OD7	-1	0.0297963221634783	0.991204650568344
456	BRX8.4	OD8	-1	0.0278961342257665	0.997641214171813
457	BRX8.4	OD1	4	0.0352925237134082	0.988836690606249
458	BRX8.4	OD2	4	0.0383960145326464	0.968394800255818
459	BRX8.4	OD3	4	0.0375968373648195	0.965225354534487
460	BRX8.4	OD4	4	0.0355276414551781	0.961163587915033
461	BRX8.4	OD5	4	0.0365253394864713	0.970414818483821
462	BRX8.4	OD6	4	0.0336155625912025	0.959492899011175
463	BRX8.4	OD7	4	0.0359328468018677	0.968227355598018
464	BRX8.4	OD8	4	0.0320821575579607	0.987770902145968
465	BRX8.4	OD1	11	0.0378501213429087	0.995019310653569
466	BRX8.4	OD2	11	0.035208043788504	0.982369310276323
467	BRX8.4	OD3	11	0.0362746782856304	0.984403207345744
468	BRX8.4	OD4	11	0.0377154933424253	0.989828693259382
469	BRX8.4	OD5	11	0.0360636449089348	0.989436833392408
470	BRX8.4	OD6	11	0.0384201977520077	0.990804405697908
471	BRX8.4	OD7	11	0.0381796679967569	0.976284180402553
472	BRX8.4	OD8	11	0.0417395944529393	0.986856417592913
473	BRX8.4	OD1	17	0.0251531151731952	0.996763077744142
474	BRX8.4	OD2	17	0.0353374891057947	0.943351598656162
475	BRX8.4	OD3	17	0.0408383345167353	0.902732563083264
476	BRX8.4	OD4	17	0.0371566441451553	0.895474706600089
477	BRX8.4	OD5	17	0.0413045778663005	0.944443185947103
478	BRX8.4	OD6	17	0.0401357910448262	0.94824830603917
479	BRX8.4	OD7	17	0.0387238973591365	0.955827154323688
480	BRX8.4	OD8	17	0.0345845419792239	0.972678071617343
481	BRX8.5	OD1	-1	0.0471628486594068	0.985490437800709
482	BRX8.5	OD2	-1	0.0382450839066492	0.98660243518531
483	BRX8.5	OD3	-1	0.0399947021694227	0.985797983452236
484	BRX8.5	OD4	-1	0.0372518497658361	0.98701857363649
485	BRX8.5	OD5	-1	0.0371470738545105	0.977574752035979
486	BRX8.5	OD6	-1	0.0353928487304114	0.969600479611165
487	BRX8.5	OD7	-1	0.040069181986631	0.987320953688341
488	BRX8.5	OD8	-1	0.0534096927374748	0.954524671395067
489	BRX8.5	OD1	4	0.052833145573412	0.968995255879991
490	BRX8.5	OD2	4	0.0435500989434372	0.96459845919532
491	BRX8.5	OD3	4	0.0435318196326468	0.970432378194405
492	BRX8.5	OD4	4	0.0366897129866086	0.965996464566758
493	BRX8.5	OD5	4	0.0354590197135839	0.990759421528235
494	BRX8.5	OD6	4	0.0407305086886839	0.976461793692473
495	BRX8.5	OD7	4	0.0414075068093593	0.978300329654493
496	BRX8.5	OD8	4	0.0488303511217007	0.967234912109272
497	BRX8.5	OD1	11	0.0547148884673357	0.953457787783752
498	BRX8.5	OD2	11	0.0558495180002255	0.947504995153438
499	BRX8.5	OD3	11	0.0509170660035639	0.956827490828736
500	BRX8.5	OD4	11	0.0572318311398329	0.973562295362629
501	BRX8.5	OD5	11	0.0524111316661079	0.978308079831203
502	BRX8.5	OD6	11	0.0518449570120869	0.961433569118361
503	BRX8.5	OD7	11	0.0467345936223427	0.942229701710924
504	BRX8.5	OD8	11	0.0578047477688686	0.965454259639118
505	BRX8.5	OD1	17	0.0219013617599964	0.991100191280925
506	BRX8.5	OD2	17	0.0294173239005924	0.966814240824336
507	BRX8.5	OD3	17	0.0293289322139232	0.801543516486328
508	BRX8.5	OD4	17	0.029065105593444	0.842095941374157
509	BRX8.5	OD5	17	0.0324182392482093	0.802660443769126
510	BRX8.5	OD6	17	0.0269534141845265	0.83826893718876
511	BRX8.5	OD7	17	0.0251735304700306	0.949586974794743
512	BRX8.5	OD8	17	0.0286270069016969	0.986602560440925
513	BRX8.6	OD1	-1	0.0333254609809271	0.993518695540893
514	BRX8.6	OD2	-1	0.0323088074724133	0.992142371504514
515	BRX8.6	OD3	-1	0.0344401130204755	0.990972057466795
516	BRX8.6	OD4	-1	0.0349121263545293	0.988013560477672
517	BRX8.6	OD5	-1	0.0347594591732946	0.99175351823774
518	BRX8.6	OD6	-1	0.0829288003373539	0.919291028682331
519	BRX8.6	OD7	-1	0.0352039776190303	0.997369491410733
520	BRX8.6	OD8	-1	0.0367063200103473	0.992917714493453
521	BRX8.6	OD1	4	0.0431075859876506	0.954047219762309
522	BRX8.6	OD2	4	0.0440415505786525	0.966957938211898
523	BRX8.6	OD3	4	0.0433569658943395	0.981284314333696
524	BRX8.6	OD4	4	0.0442674594902546	0.949219497018683
525	BRX8.6	OD5	4	0.0381724528877399	0.977030562725284
526	BRX8.6	OD6	4	0.0439985731650773	0.958251731852315
527	BRX8.6	OD7	4	0.0389594873864141	0.976417519062737
528	BRX8.6	OD8	4	0.0433755966882476	0.968530206397246
529	BRX8.6	OD1	11	0.0536129187593518	0.948433259654833
530	BRX8.6	OD2	11	0.0475375315282873	0.961182676700213
531	BRX8.6	OD3	11	0.0484610788557616	0.978321270651514
532	BRX8.6	OD4	11	0.0483680073346093	0.983682928635769
533	BRX8.6	OD5	11	0.05086884524588	0.975913029636843
534	BRX8.6	OD6	11	0.0465579262354075	0.980217931875948
535	BRX8.6	OD7	11	0.0485631270862969	0.974294543916845
536	BRX8.6	OD8	11	0.0513409343091342	0.980109030842267
537	BRX8.6	OD1	17	0.0316486032279854	0.994270233433821
538	BRX8.6	OD2	17	0.0285570944233956	0.991847204516655
539	BRX8.6	OD3	17	0.0323299307627203	0.98494147050233
540	BRX8.6	OD4	17	0.0253926439992833	0.984945100221582
541	BRX8.6	OD5	17	0.0281547833422665	0.987112300026558
542	BRX8.6	OD6	17	0.0244044271468803	0.989434573378587
543	BRX8.6	OD7	17	0.028040562105	0.997798114394412
544	BRX8.6	OD8	17	0.0326311518048533	0.994672735116552
545	BRX8.7	OD1	-1	0.0443566828324491	0.968580656913741
546	BRX8.7	OD2	-1	0.0350521501762599	0.980515039388916
547	BRX8.7	OD3	-1	0.0359268619895941	0.96954305234744
548	BRX8.7	OD4	-1	0.034006131792268	0.966632225620573
549	BRX8.7	OD5	-1	0.0375908481625191	0.980048115147042
550	BRX8.7	OD6	-1	0.0370352656789488	0.983245004258338
551	BRX8.7	OD7	-1	0.0343443140761144	0.975889428279022
552	BRX8.7	OD8	-1	0.0376958881719213	0.986405217602375
553	BRX8.7	OD1	4	0.053732924340672	0.990237656442982
554	BRX8.7	OD2	4	0.0519269939293283	0.990257802483289
555	BRX8.7	OD3	4	0.0508686011098586	0.989325064118122
556	BRX8.7	OD4	4	0.0511461409183065	0.976506640952697
557	BRX8.7	OD5	4	0.0507573762671313	0.97590040734339
558	BRX8.7	OD6	4	0.049079922755799	0.981756526803452
559	BRX8.7	OD7	4	0.0500721345751137	0.98419634638685
560	BRX8.7	OD8	4	0.0496165753703858	0.984489934379653
561	BRX8.7	OD1	11	0.0636752159448058	0.992514734456265
562	BRX8.7	OD2	11	0.060942216804342	0.991736360101386
563	BRX8.7	OD3	11	0.0606346779475051	0.992279189953575
564	BRX8.7	OD4	11	0.0587888114084317	0.993634360729033
565	BRX8.7	OD5	11	0.0598458733165716	0.993465712222074
566	BRX8.7	OD6	11	0.0621443932874088	0.993097730485827
567	BRX8.7	OD7	11	0.0610604616180779	0.990300336079656
568	BRX8.7	OD8	11	0.0584930382437676	0.985846371604277
569	BRX8.7	OD1	17	0.0422689450478614	0.991450556587102
570	BRX8.7	OD2	17	0.0441707808610604	0.985558334378011
571	BRX8.7	OD3	17	0.0437014848219071	0.986851447491346
572	BRX8.7	OD4	17	0.0411982533619419	0.984453108551144
573	BRX8.7	OD5	17	0.0376849078918206	0.992114389112722
574	BRX8.7	OD6	17	0.0371343979900171	0.993299345638977
575	BRX8.7	OD7	17	0.0349335534207626	0.992932820952745
576	BRX8.7	OD8	17	0.0367784335542893	0.991998160411229
577	BRX8.8	OD1	-1	0.037558981800657	0.967735175145728
578	BRX8.8	OD2	-1	0.0435465166636972	0.972665339669577
579	BRX8.8	OD3	-1	0.0389011583279558	0.983579357236999
580	BRX8.8	OD4	-1	0.0410947460662378	0.979814503998282
581	BRX8.8	OD5	-1	0.0398408689533732	0.980144609764376
582	BRX8.8	OD6	-1	0.0395081229272609	0.970914354046344
583	BRX8.8	OD7	-1	0.0434437244569816	0.985001650849956
584	BRX8.8	OD8	-1	0.0399456013577899	0.987800817557954
585	BRX8.8	OD1	4	0.0570306028402859	0.989676441511967
586	BRX8.8	OD2	4	0.0488483462500847	0.958709708989876
587	BRX8.8	OD3	4	0.046535143422569	0.975741903570225
588	BRX8.8	OD4	4	0.0475906419831767	0.925419537505237
589	BRX8.8	OD5	4	0.0438334592513829	0.978257102823792
590	BRX8.8	OD6	4	0.0501560085114212	0.946293126383782
591	BRX8.8	OD7	4	0.0485935315305894	0.972614907119673
592	BRX8.8	OD8	4	0.054969877581203	0.981432097838594
593	BRX8.8	OD1	11	0.0522644345194454	0.974383438754252
594	BRX8.8	OD2	11	0.04854544037313	0.971817413312143
595	BRX8.8	OD3	11	0.0457258914722697	0.966052873955064
596	BRX8.8	OD4	11	0.0486863844253761	0.948757040985536
597	BRX8.8	OD5	11	0.0454296279014791	0.954167036470771
598	BRX8.8	OD6	11	0.0437691994499631	0.977209704499977
599	BRX8.8	OD7	11	0.0417995961904516	0.967908448964128
600	BRX8.8	OD8	11	0.0491173498705619	0.982451628802234
601	BRX8.8	OD1	17	0.0450240122425525	0.985295961979172
602	BRX8.8	OD2	17	0.0468688888555434	0.986424803676486
603	BRX8.8	OD3	17	0.0421421775007045	0.986721894191681
604	BRX8.8	OD4	17	0.0443565935455221	0.982436158334808
605	BRX8.8	OD5	17	0.0452788226223242	0.984135627482655
606	BRX8.8	OD6	17	0.0450479333578852	0.986080527123091
607	BRX8.8	OD7	17	0.0467488504794044	0.98354544729318
608	BRX8.8	OD8	17	0.0426670304138436	0.986281964672835
609	BRX8.9	OD1	-1	0.043963170565064	0.968803213425211
610	BRX8.9	OD2	-1	0.0472564490448609	0.970465694875334
611	BRX8.9	OD3	-1	0.0420093732921172	0.959493501325309
612	BRX8.9	OD4	-1	0.0395793438914186	0.977909349291911
613	BRX8.9	OD5	-1	0.038659772868994	0.958994817813981
614	BRX8.9	OD6	-1	0.0406914389512406	0.97353545382623
615	BRX8.9	OD7	-1	0.0390928751488486	0.985463614276658
616	BRX8.9	OD8	-1	0.0464158556791417	0.980363471074464
617	BRX8.9	OD1	4	0.0534614179264536	0.964110240074933
618	BRX8.9	OD2	4	0.0464371177213245	0.940112882257037
619	BRX8.9	OD3	4	0.0446140878565184	0.89599197781142
620	BRX8.9	OD4	4	0.0422747142771118	0.916250402887773
621	BRX8.9	OD5	4	0.0416152833242124	0.897259533765226
622	BRX8.9	OD6	4	0.0407025757175013	0.951794138467464
623	BRX8.9	OD7	4	0.0435240372968188	0.950729671819269
624	BRX8.9	OD8	4	0.052812425970725	0.961047896887854
625	BRX8.9	OD1	11	0.0452817496674165	0.976735149142888
626	BRX8.9	OD2	11	0.0428018749783886	0.954524378443458
627	BRX8.9	OD3	11	0.0450851732740802	0.956998433623659
628	BRX8.9	OD4	11	0.0494409574154509	0.971665763480089
629	BRX8.9	OD5	11	0.0466839741956007	0.982837618619705
630	BRX8.9	OD6	11	0.0387377720552021	0.968446524200949
631	BRX8.9	OD7	11	0.035904614952582	0.990692130780809
632	BRX8.9	OD8	11	0.0484755332763131	0.977687133732714
633	BRX8.9	OD1	17	0.0268547336165382	0.994186610655203
634	BRX8.9	OD2	17	0.025093221736839	0.997474989121618
635	BRX8.9	OD3	17	0.0281025705733484	0.995664831169298
636	BRX8.9	OD4	17	0.026588610708244	0.991897518262124
637	BRX8.9	OD5	17	0.025287577608359	0.992029604163604
638	BRX8.9	OD6	17	0.028071134558454	0.993710096103719
639	BRX8.9	OD7	17	0.0254546864164069	0.995392047312277
640	BRX8.9	OD8	17	0.0211254517049926	0.99608356621579
641	BRX9.1	OD1	-1	0.0423918707923935	0.977865034875163
642	BRX9.1	OD2	-1	0.038985758023335	0.978723726286352
643	BRX9.1	OD3	-1	0.0337464590139515	0.976952709909248
644	BRX9.1	OD4	-1	0.0343579873169246	0.975265465369244
645	BRX9.1	OD5	-1	0.0277588462687845	0.971616303914441
646	BRX9.1	OD6	-1	0.0380508617064728	0.971700036724644
647	BRX9.1	OD7	-1	0.0346982641869195	0.967849799475423
648	BRX9.1	OD8	-1	0.0388804675160682	0.982767471638854
649	BRX9.1	OD1	4	0.0533004257612377	0.960307545501411
650	BRX9.1	OD2	4	0.0468626562834558	0.966009143312793
651	BRX9.1	OD3	4	0.0374450267147357	0.939074991839549
652	BRX9.1	OD4	4	0.0405850876989856	0.944114551657786
653	BRX9.1	OD5	4	0.0387303089254548	0.93190950222635
654	BRX9.1	OD6	4	0.03917002300091	0.959134741841643
655	BRX9.1	OD7	4	0.0461309343542071	0.96417852176376
656	BRX9.1	OD8	4	0.0512778961929553	0.979920119154462
657	BRX9.1	OD1	11	0.0587624425326021	0.976797576334911
658	BRX9.1	OD2	11	0.0521791470783366	0.96908571149306
659	BRX9.1	OD3	11	0.0545551952597803	0.977770595714885
660	BRX9.1	OD4	11	0.0533536769868366	0.988117185832379
661	BRX9.1	OD5	11	0.0553498321806938	0.987134469834033
662	BRX9.1	OD6	11	0.0505280596129649	0.989180920630218
663	BRX9.1	OD7	11	0.0499352984287493	0.987551795018276
664	BRX9.1	OD8	11	0.0543342355388696	0.983614567447694
665	BRX9.1	OD1	17	0.0268074921414103	0.991237844241497
666	BRX9.1	OD2	17	0.0272989984151885	0.996217525625606
667	BRX9.1	OD3	17	0.0260931066235008	0.995203815474809
668	BRX9.1	OD4	17	0.026663701976218	0.995153028479699
669	BRX9.1	OD5	17	0.0276371134423276	0.993674348162052
670	BRX9.1	OD6	17	0.0250946808935134	0.996741390124806
671	BRX9.1	OD7	17	0.0261698537853447	0.994482661207228
672	BRX9.1	OD8	17	0.0269844960929061	0.991335536507946
673	MB02u-1	OD1	-1	0.0344607806148817	0.982075191835241
674	MB02u-1	OD2	-1	0.037375277404719	0.993263708070849
675	MB02u-1	OD3	-1	0.0338094488465164	0.990549036764971
676	MB02u-1	OD4	-1	0.0289713456196363	0.976475664735874
677	MB02u-1	OD5	-1	0.0373067559355073	0.993999987856852
678	MB02u-1	OD6	-1	0.0367779946936053	0.992369610585371
679	MB02u-1	OD7	-1	0.0394698326212062	0.995186373467667
680	MB02u-1	OD8	-1	0.0399624637450914	0.983423263837728
681	MB02u-1	OD1	4	0.0450822461439237	0.994568122417838
682	MB02u-1	OD2	4	0.0415156765264139	0.994142766665368
683	MB02u-1	OD3	4	0.039445676250863	0.996495739845064
684	MB02u-1	OD4	4	0.0377419532182479	0.997100962706443
685	MB02u-1	OD5	4	0.0403106896007032	0.996055014599199
686	MB02u-1	OD6	4	0.0405357670774168	0.997047824756717
687	MB02u-1	OD7	4	0.0427183223537989	0.994327974555404
688	MB02u-1	OD8	4	0.0419755330386565	0.994808745418866
689	MB02u-1	OD1	11	0.0399813620677828	0.992288145020609
690	MB02u-1	OD2	11	0.038695205896747	0.996711835969662
691	MB02u-1	OD3	11	0.0352093120459239	0.985240227262605
692	MB02u-1	OD4	11	0.0304143136677557	0.973462658284247
693	MB02u-1	OD5	11	0.0340589150818181	0.974743217082652
694	MB02u-1	OD6	11	0.0376262410572953	0.976924447988115
695	MB02u-1	OD7	11	0.0412064638550464	0.99241819882104
696	MB02u-1	OD8	11	0.0441070982115359	0.994548541460063
697	MB02u-1	OD1	17	0.0309773606128846	0.991900400920996
698	MB02u-1	OD2	17	0.0300300363532312	0.97982493177159
699	MB02u-1	OD3	17	0.0254727181093815	0.987291090616249
700	MB02u-1	OD4	17	0.022211883006785	0.993084202858599
701	MB02u-1	OD5	17	0.02218500363492	0.995437800749563
702	MB02u-1	OD6	17	0.022293794207914	0.993372659270894
703	MB02u-1	OD7	17	0.0196398114954711	0.997101942635792
704	MB02u-1	OD8	17	0.0204347803155621	0.990373798346071
705	MB02u-10	OD1	-1	0.0104111881551805	0.876497317014799
706	MB02u-10	OD2	-1	0.00218555296105007	0.886261573866673
707	MB02u-10	OD3	-1	0.041647115676493	0.98786967406694
708	MB02u-10	OD4	-1	0.043267914592285	0.989847227561119
709	MB02u-10	OD5	-1	0.0412546252304732	0.994437975610289
710	MB02u-10	OD6	-1	0.0409864336487728	0.997054416990632
711	MB02u-10	OD7	-1	0.0409740587077346	0.994905752652263
712	MB02u-10	OD8	-1	0.0340024624318618	0.992986320252915
713	MB02u-10	OD1	4	0.0469493674913719	0.997859040858708
714	MB02u-10	OD2	4	0.0494331840166325	0.997286814830247
715	MB02u-10	OD3	4	0.0493759095051157	0.997448076865516
716	MB02u-10	OD4	4	0.0494992110992261	0.997249270296248
717	MB02u-10	OD5	4	0.0481699702066663	0.997563106957363
718	MB02u-10	OD6	4	0.0491978689516389	0.997595472022391
719	MB02u-10	OD7	4	0.0480241298230621	0.996895518061884
720	MB02u-10	OD8	4	0.0456452389860886	0.998001024437043
721	MB02u-10	OD1	11	0.052556006441823	0.997866911894764
722	MB02u-10	OD2	11	0.0450064773470907	0.998274882341057
723	MB02u-10	OD3	11	0.0405173869571907	0.998833171117769
724	MB02u-10	OD4	11	0.0399608072004066	0.998546178010623
725	MB02u-10	OD5	11	0.0375242709049891	0.999235300826997
726	MB02u-10	OD6	11	0.0395900804551152	0.998956640227169
